file_base,label,temperature_mean,temperature_std,temperature_min,temperature_max,temperature_first,temperature_last,temperature_range,temperature_slope,humidity_mean,humidity_std,humidity_min,humidity_max,humidity_first,humidity_last,humidity_range,humidity_slope,vibration_mean,vibration_std,vibration_min,vibration_max,vibration_first,vibration_last,vibration_range,vibration_slope,acceleration_mean,acceleration_std,acceleration_min,acceleration_max,acceleration_first,acceleration_last,acceleration_range,acceleration_slope,noise_mean,noise_std,noise_min,noise_max,noise_first,noise_last,noise_range,noise_slope,outlier_score,is_outlier,defect_type,has_thumbnail
SD_DEF_NM_C_20250903-090937_00423,1,25.788,0.35107833883622047,25.3,26.3,25.3,26.3,1.0,0.24799999999999986,57.938,0.39726061974477134,57.29,58.4,58.4,57.29,1.1099999999999994,-0.26800000000000235,0.31536,0.037586518859825266,0.2621,0.3703,0.2621,0.3703,0.10820000000000002,0.026539999999999977,0.040260000000000004,0.000520000000000001,0.04,0.0413,0.0413,0.04,0.0013000000000000025,-0.00026000000000000946,72.792,0.26133503400807256,72.49,73.2,73.2,72.49,0.710000000000008,-0.18200000000000485,0,False,불량(미납),False
SD_DEF_NM_C_20250903-090535_00411,1,25.372000000000003,0.039698866482558964,25.32,25.42,25.42,25.4,0.10000000000000142,-0.011000000000004607,66.21600000000001,0.3167712108131056,65.6,66.5,66.5,65.6,0.9000000000000057,-0.18900000000000128,0.21724000000000002,0.009687641611868185,0.2057,0.2316,0.2057,0.2316,0.025900000000000006,0.0067199999999999855,0.03648,0.001939484467584107,0.0341,0.0391,0.0341,0.0391,0.0050000000000000044,0.0013499999999999994,72.464,0.10499523798725285,72.31,72.64,72.31,72.64,0.3299999999999983,0.06399999999999254,0,False,불량(미납),False
SD_DEF_NM_C_20250903-103954_00673,1,26.018,0.21939917957914054,25.7,26.29,25.7,26.29,0.5899999999999999,0.15399999999999778,52.122,0.4492838746271678,51.44,52.71,52.71,51.44,1.2700000000000031,-0.31600000000000605,0.41154,0.036504662715877836,0.3606,0.4645,0.4645,0.3606,0.10390000000000005,-0.025800000000000087,0.022600000000000002,0.0027166155414412247,0.0188,0.0265,0.0265,0.0188,0.0076999999999999985,-0.0019200000000000024,79.16400000000002,0.675917154686877,78.38,80.34,80.34,78.38,1.960000000000008,-0.4600000000000091,0,False,불량(미납),True
SD_DEF_NM_C_20250903-102810_00648,1,23.226,0.2581162528784272,23.0,23.67,23.67,23.0,0.6700000000000017,-0.1700000000000021,55.486000000000004,0.8472213406188486,54.27,56.78,56.78,54.27,2.509999999999998,-0.5950000000000061,0.3224,0.0027356900409220373,0.3196,0.327,0.327,0.3205,0.007400000000000018,-0.0016100000000000524,0.0482,0.0005215361924162125,0.0474,0.0488,0.0486,0.0478,0.0014000000000000054,-0.00030000000000000285,74.712,0.4492838746271658,73.84,75.0,73.84,75.0,1.1599999999999966,0.2600000000000017,0,False,불량(미납),True
SD_DEF_NM_A_20250821-143322_00105,1,26.264,0.28316779477899673,25.87,26.68,25.87,26.68,0.8099999999999987,0.19999999999999846,40.854,0.4461210598032774,40.34,41.5,41.5,40.34,1.1599999999999966,-0.2950000000000016,0.49744,0.005119999999999991,0.4872,0.5,0.4872,0.5,0.012799999999999978,0.0025599999999999486,0.040220000000000006,0.0004399999999999987,0.04,0.0411,0.0411,0.04,0.0010999999999999968,-0.00022000000000000272,63.974000000000004,1.101428163794626,62.57,65.7,62.57,65.7,3.1300000000000026,0.7729999999999905,0,False,불량(미납),False
SD_DEF_NM_C_20250903-091030_00427,1,23.424,0.02154065922853782,23.39,23.45,23.43,23.44,0.05999999999999872,0.005999999999999357,51.488,0.2907507523636003,51.1,51.84,51.84,51.1,0.740000000000002,-0.20100000000000193,0.51004,0.00814090904015024,0.5,0.5232,0.5232,0.5,0.0232,-0.005680000000000099,0.02324,0.0005851495535331116,0.0222,0.024,0.024,0.0222,0.0017999999999999995,-0.00034000000000000273,60.524,0.7059915013652773,60.0,61.8,61.8,60.0,1.7999999999999972,-0.4390000000000057,0,False,불량(미납),False
SD_DEF_NM_A_20250902-110754_00235,1,26.212,0.37647841903620505,25.68,26.76,26.76,25.68,1.0800000000000018,-0.26600000000000273,50.36800000000001,0.9443177431352228,49.0,51.64,49.0,51.64,2.6400000000000006,0.6669999999999938,0.45286,0.03543363373971121,0.4029,0.5,0.4029,0.5,0.09710000000000002,0.024999999999999932,0.011640000000000001,0.002170345594600086,0.01,0.0154,0.0154,0.01,0.0054,-0.0013600000000000018,87.74799999999999,0.8164900489289512,86.61,88.81,86.61,88.81,2.200000000000003,0.5709999999999856,5,True,불량(미납),False
SD_DEF_NM_C_20250903-102744_00647,1,23.594,0.09046546302318816,23.5,23.74,23.74,23.5,0.23999999999999844,-0.06200000000000159,54.0,1.0070749723828911,52.6,55.34,55.34,52.6,2.740000000000002,-0.7090000000000051,0.3443,0.03901779081393511,0.2887,0.3989,0.3989,0.2887,0.11019999999999996,-0.027579999999999997,0.04487999999999999,0.00023151673805580432,0.0445,0.0452,0.0448,0.0452,0.0006999999999999992,0.0001199999999999922,65.17200000000001,0.6740445089161399,64.29,66.15,66.15,64.29,1.8599999999999994,-0.47500000000000664,0,False,불량(미납),False
SD_DEF_NM_A_20250821-172334_00154,1,26.113999999999997,0.3029587430657835,25.69,26.56,25.69,26.56,0.8699999999999974,0.2139999999999967,69.57000000000001,0.8781116102181968,68.48,70.99,68.48,70.99,2.509999999999991,0.6119999999999902,0.22557999999999997,0.022999513038323212,0.2,0.2598,0.2598,0.2,0.059799999999999964,-0.015930000000000024,0.03562,0.0017394251924127122,0.0329,0.0378,0.0378,0.0329,0.004900000000000002,-0.0012200000000000006,67.02199999999999,1.4840269539331148,64.94,69.08,64.94,69.08,4.140000000000001,1.0469999999999908,0,False,불량(미납),False
SD_DEF_NM_A_20250821-152812_00119,1,24.375999999999998,0.3708153179144564,23.87,24.9,23.87,24.9,1.0299999999999976,0.26199999999999724,76.22200000000001,0.15104966070799505,76.02,76.42,76.02,76.42,0.4000000000000057,0.10500000000000337,0.37502,0.0089331741279346,0.3634,0.3889,0.3889,0.3634,0.025500000000000023,-0.00620000000000005,0.03564,0.0026219077024182223,0.0318,0.0391,0.0318,0.0391,0.007300000000000001,0.001849999999999999,66.34200000000001,0.3954440541973031,65.65,66.79,65.65,66.79,1.1400000000000006,0.26499999999999757,4,True,불량(미납),False
SD_DEF_NM_A_20250902-161922_00357,1,24.826,0.2350829640786424,24.49,25.17,24.49,25.17,0.6800000000000033,0.16599999999999873,67.95599999999999,0.7445428127381226,66.67,68.82,66.67,68.82,2.1499999999999915,0.5089999999999852,0.2383,0.025190156807769176,0.2013,0.2744,0.2013,0.2744,0.07309999999999997,0.017759999999999984,0.015099999999999997,0.0025211108662651065,0.0119,0.0186,0.0186,0.0119,0.006699999999999998,-0.0017700000000000012,72.284,0.8635878646669394,71.1,73.48,71.1,73.48,2.3800000000000097,0.6089999999999945,0,False,불량(미납),False
SD_DEF_NM_A_20250821-114914_00066,1,25.558,0.11855800268223154,25.37,25.71,25.37,25.71,0.33999999999999986,0.08299999999999781,47.774,0.6710469432163443,46.81,48.63,48.63,46.81,1.8200000000000003,-0.47200000000000253,0.49187999999999993,0.0037166651718980514,0.4856,0.4962,0.4962,0.4856,0.010599999999999998,-0.002350000000000005,0.04436,0.0009830564581955604,0.0432,0.0461,0.0461,0.0432,0.0029,-0.0006600000000000044,68.60999999999999,1.2080562900792302,67.09,70.38,67.09,70.38,3.289999999999992,0.84899999999999,0,False,불량(미납),False
SD_DEF_NM_A_20250821-170821_00148,1,23.232,0.025612496949730737,23.19,23.27,23.27,23.19,0.0799999999999983,-0.01700000000000205,48.694,1.076542614112419,47.21,50.22,47.21,50.22,3.009999999999998,0.7599999999999948,0.51702,0.011936230560775868,0.5011,0.5347,0.5347,0.5011,0.03359999999999996,-0.008420000000000072,0.021859999999999997,0.0006437390775772426,0.021,0.0226,0.021,0.0224,0.0015999999999999973,0.00041999999999999584,67.764,0.18445595680269905,67.5,68.07,67.5,68.07,0.5699999999999932,0.10999999999999427,0,False,불량(미납),False
SD_DEF_NM_A_20250821-183043_00180,1,26.23,0.13520355024924452,26.03,26.41,26.41,26.03,0.379999999999999,-0.09500000000000093,40.51,0.1702938636592662,40.23,40.7,40.41,40.57,0.47000000000000597,0.07899999999999666,0.20314000000000002,0.002050950998927079,0.2,0.2057,0.2018,0.2057,0.005699999999999983,0.0012599999999999738,0.040260000000000004,0.00038781438859330667,0.04,0.041,0.041,0.04,0.0010000000000000009,-0.00023000000000000377,65.83200000000001,0.8855597100139553,64.44,67.05,64.44,67.05,2.6099999999999994,0.6199999999999987,0,False,불량(미납),False
SD_DEF_NM_A_20250821-151827_00116,1,24.220000000000002,0.36921538429485834,23.71,24.75,23.71,24.75,1.0399999999999991,0.2609999999999964,76.622,0.868824493209071,75.54,78.01,78.01,75.54,2.469999999999999,-0.6069999999999975,0.2338,0.020404901371974326,0.2058,0.2627,0.2627,0.2058,0.05689999999999998,-0.01442000000000002,0.0172,0.0014953260514014993,0.0149,0.0189,0.0189,0.0149,0.004,-0.0010400000000000003,63.496,1.452716076871185,61.41,65.51,61.41,65.51,4.1000000000000085,1.0269999999999955,4,True,불량(미납),False
SD_DEF_NM_A_20250821-122815_00075,1,23.974,0.36919371608953416,23.46,24.5,24.5,23.46,1.0399999999999991,-0.26100000000000306,49.128,0.23438429981549397,48.82,49.48,48.82,49.29,0.6599999999999966,0.14599999999999877,0.22910000000000003,0.007663158617698056,0.2187,0.2392,0.2392,0.2187,0.02049999999999999,-0.005380000000000003,0.04626,0.00014966629547095693,0.046,0.0464,0.0462,0.0464,0.0003999999999999976,2.9999999999993567e-05,67.52,0.6263545321940273,66.6,68.32,66.6,68.32,1.7199999999999989,0.43999999999999384,0,False,불량(미납),False
SD_DEF_NM_A_20250821-095547_00035,1,23.945999999999998,0.02576819745345009,23.91,23.98,23.98,23.91,0.07000000000000028,-0.015000000000004976,45.124,0.2643936459145706,44.74,45.43,44.74,45.33,0.6899999999999977,0.1719999999999989,0.51946,0.0034296355491509737,0.5136,0.5232,0.5232,0.5136,0.009600000000000053,-0.002340000000000083,0.02096,0.0021813757127097577,0.0179,0.0239,0.0179,0.0239,0.006000000000000002,0.0015399999999999986,72.314,0.34079906103156915,71.84,72.7,71.84,72.7,0.8599999999999994,0.23499999999998597,0,False,불량(미납),False
SD_DEF_NM_C_20250903-091556_00440,1,25.48,0.1335664628565122,25.28,25.67,25.67,25.28,0.39000000000000057,-0.09400000000000443,50.898,0.24749949494898008,50.53,51.25,50.53,51.25,0.7199999999999989,0.17299999999999444,0.58122,0.004642585486558107,0.5742,0.5876,0.5742,0.5876,0.013399999999999967,0.003249999999999968,0.02062,0.0005455272678794342,0.0196,0.0212,0.0212,0.0196,0.0016000000000000007,-0.0003500000000000021,74.378,0.5766940263259176,73.51,75.0,73.51,75.0,1.4899999999999949,0.3979999999999935,0,False,불량(미납),False
SD_DEF_NM_C_20250903-101802_00618,1,25.410000000000004,0.12837445228705008,25.22,25.59,25.22,25.59,0.370000000000001,0.08999999999999735,48.838,0.1494523335381551,48.65,49.08,48.8,48.92,0.4299999999999997,0.06699999999999823,0.49885999999999997,0.002279999999999993,0.4943,0.5,0.4943,0.5,0.005699999999999983,0.00114000000000003,0.034100000000000005,0.0017029386365926384,0.0316,0.0365,0.0316,0.0365,0.004899999999999995,0.0011899999999999966,77.018,1.271839612529817,75.26,78.91,78.91,75.26,3.6499999999999915,-0.8950000000000126,0,False,불량(미납),False
SD_DEF_NM_C_20250903-094402_00526,1,25.348000000000003,0.18540765895722897,25.08,25.61,25.08,25.61,0.5300000000000011,0.13099999999999942,43.524,0.4946352191261753,42.86,44.33,42.86,44.33,1.4699999999999989,0.3439999999999917,0.38652,0.009401148865963146,0.3754,0.402,0.402,0.3754,0.026600000000000013,-0.006390000000000022,0.03338,0.00031874754901018554,0.0331,0.034,0.0331,0.034,0.000900000000000005,0.0001900000000000018,84.826,0.8664548459094676,83.54,85.93,83.54,85.93,2.3900000000000006,0.602999999999998,0,False,불량(미납),False
SD_DEF_NM_A_20250902-143452_00315,1,23.573999999999998,0.2019504889818291,23.31,23.86,23.86,23.31,0.5500000000000007,-0.14200000000000257,50.356,1.199343153563649,48.56,51.92,51.92,48.56,3.3599999999999994,-0.8450000000000042,0.32312,0.015663639423837618,0.3026,0.3457,0.3457,0.3026,0.04310000000000003,-0.011020000000000049,0.04992,0.00011661903789690674,0.0497,0.05,0.0497,0.05,0.00030000000000000165,6.999999999999979e-05,62.510000000000005,0.9116578305482826,61.3,63.71,61.3,63.71,2.4100000000000037,0.639999999999992,0,False,불량(미납),False
SD_DEF_NM_C_20250903-102736_00646,1,26.106,0.04079215610874263,26.04,26.15,26.15,26.04,0.10999999999999943,-0.027999999999999692,47.884,0.3290349525506379,47.51,48.46,47.51,48.46,0.9500000000000028,0.21899999999999523,0.22111999999999998,0.01695775928594341,0.2,0.2454,0.2454,0.2,0.045399999999999996,-0.011900000000000008,0.0317,0.001129601699715436,0.0305,0.0335,0.0335,0.0305,0.0030000000000000027,-0.0007700000000000045,88.828,0.820619278350197,87.73,90.0,87.73,90.0,2.269999999999996,0.5789999999999846,5,True,불량(미납),False
SD_DEF_NM_C_20250903-105328_00717,1,24.668,0.3666824239038463,24.13,25.18,24.13,25.18,1.0500000000000007,0.25899999999999834,72.186,0.0993176721434785,72.01,72.3,72.01,72.21,0.28999999999999204,0.048999999999983244,0.21438000000000001,0.01682360246796149,0.2,0.2429,0.2429,0.2,0.042899999999999994,-0.011000000000000017,0.03132,0.0007467261881037782,0.0302,0.0322,0.0302,0.0318,0.0019999999999999983,0.0004699999999999938,64.86600000000001,0.7342370189523275,63.92,66.04,63.92,66.04,2.1200000000000045,0.5139999999999858,0,False,불량(미납),True
SD_DEF_NM_A_20250821-140508_00099,1,24.029999999999998,0.1037304198391195,23.89,24.17,24.17,23.89,0.28000000000000114,-0.0730000000000034,59.879999999999995,0.08579044235810836,59.72,59.98,59.98,59.72,0.259999999999998,-0.05199999999999816,0.49754000000000004,0.004919999999999991,0.4877,0.5,0.4877,0.5,0.012299999999999978,0.0024599999999999683,0.0295,0.0003286335345031002,0.0289,0.0299,0.0299,0.0289,0.0010000000000000009,-0.0002100000000000024,78.09799999999998,0.47003829631212224,77.59,78.93,78.93,77.71,1.3400000000000034,-0.30100000000001015,0,False,불량(미납),False
SD_DEF_NM_C_20250903-091616_00442,1,24.604000000000003,0.31270433319671165,24.15,25.04,25.04,24.15,0.8900000000000006,-0.22100000000000386,45.541999999999994,1.18794612672461,43.98,47.27,47.27,43.98,3.2900000000000063,-0.8380000000000053,0.39524000000000004,0.01056439302563096,0.3805,0.4097,0.4097,0.3805,0.029200000000000004,-0.00745000000000003,0.04925999999999999,0.0004079215610874228,0.0488,0.05,0.0488,0.05,0.0011999999999999997,0.0002699999999999919,68.194,1.464439824642855,66.13,70.35,66.13,70.35,4.219999999999999,1.0339999999999896,0,False,불량(미납),False
SD_DEF_NM_C_20250903-094247_00525,1,24.424,0.12877888025604248,24.24,24.61,24.24,24.61,0.370000000000001,0.09099999999999704,42.192,0.20468512403201075,41.84,42.42,42.33,41.84,0.5799999999999983,-0.1130000000000051,0.5359,0.005923850099386371,0.5301,0.5456,0.5456,0.5301,0.015499999999999958,-0.004000000000000098,0.01426,0.001912694434560837,0.0115,0.0168,0.0115,0.0168,0.005299999999999999,0.0013499999999999992,69.712,0.8764793209197813,68.3,70.7,70.7,68.3,2.4000000000000057,-0.6070000000000074,0,False,불량(미납),False
SD_DEF_NM_A_20250902-163319_00363,1,26.291999999999994,0.06431174076325402,26.2,26.38,26.38,26.2,0.17999999999999972,-0.04500000000000449,57.218,0.08588364221433452,57.09,57.32,57.16,57.22,0.22999999999999687,0.009999999999997532,0.51968,0.0038685397761946223,0.515,0.5255,0.515,0.5255,0.010499999999999954,0.0026899999999999242,0.02546,0.00025768197453450247,0.0252,0.0259,0.0256,0.0253,0.0006999999999999992,-0.00013000000000000202,67.03599999999999,1.5058233628151725,64.89,69.14,64.89,69.14,4.25,1.063999999999987,0,False,불량(미납),False
SD_DEF_NM_A_20250902-131449_00280,1,23.302,0.2232845717912458,23.0,23.64,23.0,23.64,0.6400000000000006,0.1569999999999968,78.078,0.3254166559965824,77.68,78.55,77.68,78.55,0.8699999999999903,0.22599999999999085,0.39476,0.0011092339699089629,0.3931,0.3962,0.3931,0.3953,0.0030999999999999917,0.0006699999999999425,0.0317,0.003513972111443116,0.0267,0.0365,0.0267,0.0365,0.009799999999999996,0.0024799999999999965,60.302,0.3699945945551105,60.0,60.92,60.92,60.0,0.9200000000000017,-0.23800000000000815,5,True,불량(미납),False
SD_DEF_NM_A_20250902-133641_00288,1,25.610000000000003,0.12521980673998856,25.43,25.8,25.43,25.8,0.370000000000001,0.08799999999999836,57.376,0.5539891695692252,56.53,58.14,58.14,56.53,1.6099999999999994,-0.3900000000000055,0.42388000000000003,0.0030035978425881054,0.4202,0.4286,0.4238,0.4213,0.008399999999999963,-0.0013400000000000105,0.047560000000000005,0.00031999999999999883,0.0472,0.0481,0.0472,0.0481,0.000899999999999998,0.00021999999999999575,68.864,0.9899010051515268,67.42,70.14,70.14,67.42,2.719999999999999,-0.6960000000000057,0,False,불량(미납),False
SD_DEF_NM_C_20250903-095658_00553,1,25.35,0.3991991983959888,24.78,25.89,25.89,24.78,1.1099999999999994,-0.2820000000000003,70.35799999999999,0.5364102907290305,69.71,71.25,69.71,71.25,1.5400000000000063,0.3709999999999934,0.37351999999999996,0.040153226520418,0.3189,0.4319,0.3189,0.4319,0.11299999999999999,0.028369999999999965,0.011980000000000001,0.002199454477819443,0.01,0.0153,0.0153,0.01,0.005299999999999999,-0.0014500000000000025,62.818000000000005,0.5013342198573714,62.03,63.48,62.03,63.48,1.4499999999999957,0.3489999999999958,0,False,불량(미납),True
SD_DEF_NM_A_20250821-163232_00137,1,25.8,0.35524639336663194,25.28,26.29,25.28,26.29,1.009999999999998,0.25099999999999845,78.64199999999998,0.5709080486383069,78.02,79.49,79.49,78.02,1.4699999999999989,-0.39400000000000324,0.23884,0.008489193130091928,0.2258,0.2496,0.2258,0.2496,0.023799999999999988,0.00592999999999999,0.02446,0.0016402438843050138,0.0227,0.0269,0.0227,0.0269,0.004199999999999999,0.00111,61.93000000000001,0.9972161250200492,60.51,63.25,63.25,60.51,2.740000000000002,-0.7030000000000061,5,True,불량(미납),False
SD_DEF_NM_C_20250903-094747_00534,1,24.692,0.21497906874856437,24.39,25.0,24.39,25.0,0.6099999999999994,0.1519999999999979,53.501999999999995,0.24408195345006414,53.09,53.82,53.82,53.09,0.7299999999999969,-0.16500000000000095,0.49928,0.001439999999999997,0.4964,0.5,0.4964,0.5,0.003599999999999992,0.0007199999999999204,0.029539999999999993,0.002290502128355265,0.0268,0.0334,0.0334,0.0268,0.006599999999999998,-0.0015800000000000024,88.59200000000001,0.760457756880684,87.4,89.54,89.54,87.4,2.1400000000000006,-0.5320000000000119,4,True,불량(미납),False
SD_DEF_NM_C_20250903-095622_00551,1,24.442,0.30746707140765417,24.01,24.9,24.9,24.01,0.889999999999997,-0.2169999999999992,53.306,0.625766729700453,52.36,54.02,52.36,54.02,1.6600000000000037,0.4349999999999954,0.45504,0.010083174103425952,0.4398,0.4678,0.4398,0.4678,0.02799999999999997,0.007080000000000014,0.02284,0.0030506392772663236,0.0188,0.0271,0.0271,0.0188,0.008299999999999998,-0.0021500000000000035,89.90599999999999,0.18799999999999956,89.53,90.0,89.53,90.0,0.46999999999999886,0.09399999999999047,5,True,불량(미납),False
SD_DEF_NM_A_20250902-122247_00260,1,24.401999999999997,0.305574868076548,23.97,24.83,24.83,23.97,0.8599999999999994,-0.21600000000000213,54.034000000000006,0.4002299339129946,53.37,54.48,54.48,53.37,1.1099999999999994,-0.27500000000000024,0.5449200000000001,0.014374059969264082,0.5238,0.5651,0.5238,0.5651,0.0413,0.01014999999999995,0.03616,0.0025279240494919934,0.0324,0.0394,0.0324,0.0394,0.006999999999999999,0.0017800000000000008,64.292,0.9307072579495671,62.98,65.67,62.98,65.67,2.690000000000005,0.656999999999995,0,False,불량(미납),False
SD_DEF_NM_C_20250903-092156_00459,1,24.606,0.2011566553708818,24.32,24.9,24.32,24.9,0.5799999999999983,0.14199999999999502,42.952000000000005,0.8486554070999615,41.93,44.21,41.93,44.21,2.280000000000001,0.5939999999999978,0.5932599999999999,0.0008731551981177138,0.5925,0.5949,0.5949,0.5927,0.0023999999999999577,-0.00047000000000005235,0.01578,0.0035616849944934774,0.0109,0.0212,0.0109,0.0212,0.0103,0.0025099999999999988,60.160000000000004,0.22653917983430677,60.0,60.59,60.59,60.0,0.5900000000000034,-0.13700000000000376,0,False,불량(미납),False
SD_DEF_NM_A_20250821-141957_00102,1,24.374000000000002,0.1405133445620025,24.19,24.55,24.19,24.55,0.35999999999999943,0.0979999999999973,72.072,0.6991251676202206,71.26,73.09,71.26,73.09,1.8299999999999983,0.4869999999999948,0.26838,0.002699185062199333,0.2641,0.2725,0.2725,0.268,0.008400000000000019,-0.0014200000000000345,0.024059999999999998,0.002471113109511582,0.0208,0.0278,0.0278,0.0208,0.006999999999999999,-0.0017399999999999998,73.038,0.2752017441805159,72.62,73.35,72.62,73.33,0.7299999999999898,0.18699999999999656,0,False,불량(미납),False
